DATE,PHARMACY,LOCATION,DRUG,BRAND,PRICE,QUANTITY,TOTAL COST ,AVG. PRICE,70% AVG. PRICE,PRICE RISK,PRICE RISK SCORE,AVG. QTY,1.5 OF AVG. QTY,QTY RISK,QTY_RISK_SCORE,SUPPLIER_NAME,BATCH_NUMBER,EXPIRY_DATE,DAYS_TO_EXPIRY,EXPIRY_RISK,EXPIRY_RISK_SCORE,SALES_CHANNEL,DRUG_FORM,Column2
14-11-24,Morales-Jones,Urban,Coartem,HealthFirst,4657.83,4,18631.32,2523.47,1766.43,Low Risk,0,51,77,Low Risk,0,Wright And Sons,GW-03025-DX,24-07-25,252.00,Low Risk,0,Mobile Van,Syrup,2
14-11-24,"Reid, Ferguson And Sanchez",Urban,Azithromycin,MediPlus,2819.55,40,112782,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Brown, Valdez And Lucas",ZT-21112-OJ,08-07-25,236.00,Low Risk,0,Market Stall,Syrup,2
14-11-24,"Reid, Ferguson And Sanchez",Urban,Ciprofloxacin,HealthFirst,2799.21,94,263125.74,2610.77,1827.54,Low Risk,0,51,76,High Risk,1,Jones Inc,CF-69690-MK,07-03-27,843.00,Low Risk,0,Mobile Van,Tablet,1
14-11-24,Rodriguez Llc,Rural,Ibuprofen,FarmaTrust,1476.42,83,122542.86,2543.53,1780.47,High Risk,1,49,73,High Risk,1,Jones-Young,HC-66611-DA,01-04-26,503.00,Low Risk,0,Market Stall,Syrup,2
14-11-24,"Rodriguez, Figueroa And Sanchez",Urban,Paracetamol,MediPlus,4848.51,11,53333.61,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,"Stanley, Tucker And Lee",FS-49824-EZ,10-12-25,391.00,Low Risk,0,In-Store,Tablet,1
14-11-24,"Ross, Robinson And Bright",Rural,Artemisinin,PharmaTrust,3998.42,18,71971.56,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Gomez-Jenkins,FG-40414-QA,06-10-26,691.00,Low Risk,0,Mobile Van,Syrup,2
14-11-24,Ryan Plc,Rural,Ciprofloxacin,HealthFirst,4545.21,22,99994.62,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,Jones-Young,GW-09627-ZX,21-07-25,249.00,Low Risk,0,Mobile Van,Tablet,1
14-11-24,"Walter, Edwards And Rios",Urban,Amlodipine,BioCare,1747.38,96,167748.48,2698.49,1888.95,High Risk,1,51,77,High Risk,1,Chapman And Sons,FL-16853-LQ,02-08-26,626.00,Low Risk,0,Mobile Van,Injection,3
14-11-24,Williams And Sons,Rural,Amoxicillin,HealthFirst,1316.77,78,102708.06,2624.80,1837.36,High Risk,1,51,76,High Risk,1,"Brooks, Lam And Hayes",QZ-54353-IQ,09-09-26,664.00,Low Risk,0,Market Stall,Syrup,2
14-11-24,Williams And Sons,Rural,Coartem,PharmaTrust,735.06,97,71300.82,2523.47,1766.43,High Risk,1,51,77,High Risk,1,Jones-Young,QE-39589-DN,23-04-27,890.00,Low Risk,0,Mobile Van,Tablet,1
15-11-24,Abbott-Munoz,Rural,Metformin,HealthFirst,3565.32,71,253137.72,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Wright And Sons,KC-59777-VF,05-12-25,385.00,Low Risk,0,In-Store,Syrup,2
15-11-24,Allen-Allen,Urban,Azithromycin,MediPlus,437.38,31,13558.78,2628.19,1839.74,High Risk,1,50,75,Low Risk,0,Powell Llc,NO-14849-HL,23-05-26,554.00,Low Risk,0,Mobile Van,Injection,3
15-11-24,"Flowers, Martin And Kelly",Urban,Azithromycin,HealthFirst,2587,23,59501,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Jones-Young,CL-84479-JY,07-01-27,783.00,Low Risk,0,Mobile Van,Syrup,2
15-11-24,"Gardner, Robinson And Lawrence",Urban,Amoxicillin,BioCare,4199.96,96,403196.16,2624.80,1837.36,Low Risk,0,51,76,High Risk,1,"Woods, Calhoun And Schmidt",JT-65462-AK,16-06-25,213.00,Low Risk,0,Market Stall,Tablet,1
15-11-24,"Gardner, Robinson And Lawrence",Urban,Coartem,MediPlus,811.87,81,65761.47,2523.47,1766.43,High Risk,1,51,77,High Risk,1,Williams Plc,XW-49635-PQ,09-05-25,175.00,High Risk,1,Mobile Van,Tablet,1
15-11-24,Harrell Llc,Rural,Azithromycin,FarmaTrust,2626.13,31,81410.03,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Washington, Ryan And Cummings",VI-65278-WR,16-12-26,761.00,Low Risk,0,Market Stall,Injection,3
15-11-24,Harrell Llc,Urban,Azithromycin,MediPlus,2213.37,7,15493.59,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Stanley, Tucker And Lee",UA-49383-KP,17-08-25,275.00,Low Risk,0,Mobile Van,Capsule,4
15-11-24,Harrell Llc,Rural,Azithromycin,FarmaTrust,2626.13,31,81410.03,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Washington, Ryan And Cummings",VI-65278-WR,16-12-26,761.00,Low Risk,0,Market Stall,Injection,3
15-11-24,"Harris, Collins And Carney",Rural,Metformin,MediPlus,4755.25,59,280559.75,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Chapman And Sons,DA-40369-NT,07-10-25,326.00,Low Risk,0,Market Stall,Syrup,2
15-11-24,James Group,Urban,Ibuprofen,HealthFirst,1410.71,49,69124.79,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,"Brooks, Lam And Hayes",AL-18762-ND,21-03-26,491.00,Low Risk,0,Mobile Van,Tablet,1
15-11-24,"Mcclain, Miller And Henderson",Rural,Azithromycin,FarmaTrust,976.16,80,78092.8,2628.19,1839.74,High Risk,1,50,75,High Risk,1,Williams Plc,FH-51635-EZ,27-07-25,254.00,Low Risk,0,Mobile Van,Capsule,4
15-11-24,"Mcclain, Miller And Henderson",Rural,Chloroquine,HealthFirst,2161.78,24,51882.72,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,Chapman And Sons,LO-72584-BI,29-08-25,287.00,Low Risk,0,Mobile Van,Injection,3
15-11-24,"Mcclure, Ward And Lee",Urban,Amlodipine,HealthFirst,3242.28,86,278836.08,2698.49,1888.95,Low Risk,0,51,77,High Risk,1,"Brooks, Lam And Hayes",RL-88970-RV,28-03-26,498.00,Low Risk,0,Market Stall,Injection,3
15-11-24,Morales-Jones,Rural,Paracetamol,MediPlus,3232.53,69,223044.57,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,Henderson-Bernard,OG-50565-PO,27-12-25,407.00,Low Risk,0,Mobile Van,Syrup,2
15-11-24,Perez Inc,Rural,Artemisinin,BioCare,1626.25,61,99201.25,2588.57,1812.00,High Risk,1,52,78,Low Risk,0,"West, Henderson And Ramirez",PL-88816-ZB,23-04-27,889.00,Low Risk,0,In-Store,Capsule,4
15-11-24,Rodriguez Llc,Rural,Metformin,BioCare,2794.12,6,16764.72,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Hancock Inc,GG-85472-IO,08-04-27,874.00,Low Risk,0,In-Store,Injection,3
15-11-24,Rodriguez Llc,Rural,Amoxicillin,PharmaTrust,814.82,69,56222.58,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,Novak And Sons,IM-35415-WL,24-08-26,647.00,Low Risk,0,In-Store,Injection,3
15-11-24,Rodriguez-Graham,Rural,Amlodipine,MediPlus,4143.98,86,356382.28,2698.49,1888.95,Low Risk,0,51,77,High Risk,1,Gray Group,GV-51569-TU,09-08-25,267.00,Low Risk,0,Market Stall,Injection,3
15-11-24,"Romero, Gonzalez And Brooks",Rural,Amlodipine,HealthFirst,566.62,82,46462.84,2698.49,1888.95,High Risk,1,51,77,High Risk,1,"Robinson, Jones And Welch",QD-62392-PE,05-03-27,840.00,Low Risk,0,Market Stall,Syrup,2
15-11-24,Ryan Plc,Rural,Metformin,MediPlus,4928.71,81,399225.51,2644.11,1850.87,Low Risk,0,52,77,High Risk,1,"West, Henderson And Ramirez",WE-69920-DM,07-11-25,357.00,Low Risk,0,In-Store,Capsule,4
15-11-24,Ryan Plc,Urban,Ibuprofen,HealthFirst,3120.17,40,124806.8,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,"Woods, Calhoun And Schmidt",WG-10635-LF,24-12-26,769.00,Low Risk,0,Market Stall,Syrup,2
15-11-24,Smith-Bowen,Urban,Metformin,BioCare,1267.07,98,124172.86,2644.11,1850.87,High Risk,1,52,77,High Risk,1,"West, Henderson And Ramirez",EA-61630-JI,02-03-26,472.00,Low Risk,0,Mobile Van,Tablet,1
15-11-24,Smith-Bowen,Urban,Chloroquine,FarmaTrust,4818.39,74,356560.86,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,"Washington, Ryan And Cummings",DV-83923-MU,30-04-25,166.00,High Risk,1,In-Store,Injection,3
15-11-24,"Snyder, Campos And Callahan",Urban,Amlodipine,MediPlus,2188.2,34,74398.8,2698.49,1888.95,Low Risk,0,51,77,Low Risk,0,Walker Llc,TK-73102-YZ,11-12-25,391.00,Low Risk,0,In-Store,Tablet,1
15-11-24,Spence Plc,Rural,Coartem,BioCare,4895.67,47,230096.49,2523.47,1766.43,Low Risk,0,51,77,Low Risk,0,Russell Group,OW-08779-PS,09-05-26,540.00,Low Risk,0,Mobile Van,Syrup,2
15-11-24,Williams And Sons,Urban,Metformin,FarmaTrust,413.64,78,32263.92,2644.11,1850.87,High Risk,1,52,77,High Risk,1,"Washington, Ryan And Cummings",DW-45881-AT,22-08-26,645.00,Low Risk,0,Market Stall,Capsule,4
16-11-24,Dudley Group,Urban,Ibuprofen,BioCare,2193.57,25,54839.25,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Jones-Young,UT-48111-FC,19-02-27,825.00,Low Risk,0,In-Store,Injection,3
16-11-24,Dudley Group,Rural,Ciprofloxacin,HealthFirst,2086.07,10,20860.7,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,Wright And Sons,ZZ-99749-RD,03-12-26,747.00,Low Risk,0,In-Store,Syrup,2
16-11-24,Frazier Inc,Rural,Paracetamol,BioCare,1581.57,1,1581.57,2636.16,1845.31,High Risk,1,49,74,Low Risk,0,Gomez-Jenkins,QX-90276-HM,29-04-25,164.00,High Risk,1,In-Store,Injection,3
16-11-24,Garcia-James,Urban,Amlodipine,BioCare,4850.43,54,261923.22,2698.49,1888.95,Low Risk,0,51,77,Low Risk,0,"Woods, Calhoun And Schmidt",QF-57669-BN,28-07-25,254.00,Low Risk,0,Mobile Van,Capsule,4
16-11-24,Garcia-James,Urban,Azithromycin,MediPlus,3924.26,90,353183.4,2628.19,1839.74,Low Risk,0,50,75,High Risk,1,"Brooks, Lam And Hayes",NX-87842-PT,23-12-26,767.00,Low Risk,0,Market Stall,Tablet,1
16-11-24,"Henderson, Ramirez And Lewis",Rural,Metformin,HealthFirst,1345.1,72,96847.2,2644.11,1850.87,High Risk,1,52,77,Low Risk,0,"Brown, Valdez And Lucas",HV-70009-RW,08-06-25,204.00,Low Risk,0,Market Stall,Syrup,2
16-11-24,"Hoffman, Baker And Richards",Urban,Amoxicillin,HealthFirst,1815.99,49,88983.51,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,Russell Group,HG-73880-EZ,03-10-25,321.00,Low Risk,0,Mobile Van,Injection,3
16-11-24,"Martin, Rose And Obrien",Rural,Ciprofloxacin,HealthFirst,388.69,53,20600.57,2610.77,1827.54,High Risk,1,51,76,Low Risk,0,"Brown, Valdez And Lucas",XR-88478-YD,04-07-25,230.00,Low Risk,0,Mobile Van,Injection,3
16-11-24,"Martin, Rose And Obrien",Urban,Ciprofloxacin,MediPlus,2729.82,1,2729.82,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,Gomez-Jenkins,PK-75358-JN,29-08-25,286.00,Low Risk,0,Mobile Van,Tablet,1
16-11-24,"Mcclure, Ward And Lee",Urban,Amlodipine,BioCare,3294.2,86,283301.2,2698.49,1888.95,Low Risk,0,51,77,High Risk,1,Yu Inc,RH-50705-IJ,22-01-26,432.00,Low Risk,0,In-Store,Syrup,2
16-11-24,Morales-Jones,Rural,Artemisinin,HealthFirst,1042.41,64,66714.24,2588.57,1812.00,High Risk,1,52,78,Low Risk,0,Wright And Sons,XZ-79150-LB,13-09-25,301.00,Low Risk,0,Market Stall,Injection,3
16-11-24,Morales-Jones,Rural,Coartem,PharmaTrust,829.13,6,4974.78,2523.47,1766.43,High Risk,1,51,77,Low Risk,0,Wright And Sons,CC-80346-SB,20-03-26,489.00,Low Risk,0,Market Stall,Capsule,4
16-11-24,Morales-Jones,Rural,Paracetamol,MediPlus,2562.3,72,184485.6,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,Williams Plc,RG-19405-QA,10-11-26,724.00,Low Risk,0,Mobile Van,Injection,3
16-11-24,Perez Inc,Urban,Ibuprofen,BioCare,2586.24,10,25862.4,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,"West, Henderson And Ramirez",UD-48228-HR,15-06-25,211.00,Low Risk,0,Market Stall,Tablet,1
16-11-24,"Reid, Ferguson And Sanchez",Urban,Chloroquine,MediPlus,3021.23,80,241698.4,2656.70,1859.69,Low Risk,0,51,77,High Risk,1,Hancock Inc,HO-38688-KH,27-04-26,527.00,Low Risk,0,Mobile Van,Injection,3
16-11-24,Rodriguez Llc,Rural,Ciprofloxacin,HealthFirst,3758.01,3,11274.03,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,Lee-Davis,SR-48408-BZ,25-04-27,890.00,Low Risk,0,Market-Stall,Capsule,4
16-11-24,Ryan Plc,Rural,Coartem,PharmaTrust,4152.13,32,132868.16,2523.47,1766.43,Low Risk,0,51,77,Low Risk,0,Baxter Inc,VP-26343-FC,12-02-27,818.00,Low Risk,0,Mobile Van,Syrup,2
16-11-24,"Snyder, Campos And Callahan",Urban,Ibuprofen,MediPlus,2610.79,84,219306.36,2543.53,1780.47,Low Risk,0,49,73,High Risk,1,"Brooks, Lam And Hayes",OR-30342-MD,08-01-26,418.00,Low Risk,0,In-Store,Capsule,4
16-11-24,Spence Plc,Rural,Amlodipine,HealthFirst,894.95,59,52802.05,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,Chapman And Sons,RX-08678-MQ,09-02-26,450.00,Low Risk,0,In-Store,Tablet,1
16-11-24,Wilkerson-Day,Urban,Amoxicillin,BioCare,1508.69,37,55821.53,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,"Stanley, Tucker And Lee",GE-82165-NO,29-10-26,712.00,Low Risk,0,Market Stall,Injection,3
16-11-24,Wilkerson-Day,Rural,Azithromycin,PharmaTrust,2177.33,48,104511.84,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Russell Group,FP-55023-XC,06-04-27,871.00,Low Risk,0,Mobile Van,Capsule,4
16-11-24,Wilkerson-Day,Rural,Amoxicillin,BioCare,1736.11,62,107638.82,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,Jones Inc,AX-46665-IQ,21-05-25,186.00,Low Risk,0,Market Stall,Syrup,2
16-11-24,Williams And Sons,Urban,Amlodipine,MediPlus,4124.6,66,272223.6,2698.49,1888.95,Low Risk,0,51,77,Low Risk,0,Powell Llc,QW-93505-XP,11-10-26,694.00,Low Risk,0,In-Store,Capsule,4
17-11-24,Anderson Group,Urban,Amlodipine,FarmaTrust,582.19,52,30273.88,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,"Robinson, Jones And Welch",TB-85079-PO,15-04-27,879.00,Low Risk,0,Mobile Van,Tablet,1
17-11-24,"Arroyo, Miller And Tucker",Urban,Artemisinin,HealthFirst,2283.27,69,157545.63,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Hancock Inc,FC-59198-WT,07-05-26,536.00,Low Risk,0,In-Store,Tablet,1
17-11-24,"Arroyo, Miller And Tucker",Urban,Amoxicillin,MediPlus,2722.36,43,117061.48,2624.80,1837.36,Low Risk,0,51,76,Low Risk,0,"Daniels, Adkins And Brown",PN-24183-WA,23-04-26,522.00,Low Risk,0,Mobile Van,Injection,3
17-11-24,Blair Plc,Urban,Paracetamol,MediPlus,1409.88,3,4229.64,2636.16,1845.31,High Risk,1,49,74,Low Risk,0,Walker Llc,IP-78904-MQ,15-03-26,483.00,Low Risk,0,Mobile Van,Syrup,2
17-11-24,Davis And Sons,Urban,Azithromycin,PharmaTrust,528.64,13,6872.32,2628.19,1839.74,High Risk,1,50,75,Low Risk,0,Henderson-Bernard,VJ-83362-RP,23-07-25,248.00,Low Risk,0,Mobile Van,Tablet,1
17-11-24,Galloway-Wyatt,Urban,Ibuprofen,HealthFirst,3193.28,10,31932.8,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Henderson-Bernard,XV-85487-PG,25-07-25,250.00,Low Risk,0,In-Store,Injection,3
17-11-24,Gray-Mayo,Rural,Azithromycin,FarmaTrust,4963.52,6,29781.12,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Hancock Inc,SU-58174-ID,19-10-25,336.00,Low Risk,0,In-Store,Tablet,1
17-11-24,"Henderson, Ramirez And Lewis",Urban,Metformin,BioCare,3169.27,96,304249.92,2644.11,1850.87,Low Risk,0,52,77,High Risk,1,Walker Llc,DS-68805-DT,25-12-25,403.00,Low Risk,0,Market Stall,Capsule,4
17-11-24,James Group,Urban,Amlodipine,PharmaTrust,2338.12,50,116906,2698.49,1888.95,Low Risk,0,51,77,Low Risk,0,Morton-Chase,PT-76351-GZ,14-12-25,392.00,Low Risk,0,Mobile Van,Capsule,4
17-11-24,Perez Inc,Rural,Artemisinin,MediPlus,1420.48,79,112217.92,2588.57,1812.00,High Risk,1,52,78,High Risk,1,"Brooks, Lam And Hayes",VH-70131-EC,23-01-26,432.00,Low Risk,0,In-Store,Injection,3
17-11-24,"Reid, Ferguson And Sanchez",Urban,Amoxicillin,FarmaTrust,1604.21,47,75397.87,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,Jones Inc,CT-44469-GH,28-09-25,315.00,Low Risk,0,Mobile Van,Syrup,2
17-11-24,Rodriguez Llc,Urban,Paracetamol,BioCare,2377.43,76,180684.68,2636.16,1845.31,Low Risk,0,49,74,High Risk,1,Henderson-Bernard,QM-21606-KK,13-10-25,330.00,Low Risk,0,Mobile Van,Injection,3
17-11-24,Rodriguez Llc,Urban,Amlodipine,PharmaTrust,1192.1,50,59605,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,"Brooks, Lam And Hayes",EE-23389-GF,03-12-26,746.00,Low Risk,0,Mobile Van,Tablet,1
17-11-24,"Ross, Robinson And Bright",Urban,Chloroquine,BioCare,1353.58,47,63618.26,2656.70,1859.69,High Risk,1,51,77,Low Risk,0,Jones Inc,RO-92074-VL,27-01-26,436.00,Low Risk,0,Market Stall,Capsule,4
17-11-24,Ryan Plc,Urban,Coartem,MediPlus,1832.89,22,40323.58,2523.47,1766.43,Low Risk,0,51,77,Low Risk,0,Lee-Davis,AB-51744-BS,05-01-26,414.00,Low Risk,0,In-Store,Injection,3
17-11-24,"Walter, Edwards And Rios",Rural,Amlodipine,MediPlus,3445.71,9,31011.39,2698.49,1888.95,Low Risk,0,51,77,Low Risk,0,Chapman And Sons,JM-73959-XJ,03-10-25,320.00,Low Risk,0,In-Store,Tablet,1
17-11-24,"Watts, Robinson And Nguyen",Urban,Artemisinin,FarmaTrust,2180.44,37,80676.28,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Yu Inc,OE-39955-JV,22-12-26,765.00,Low Risk,0,Mobile Van,Tablet,1
17-11-24,Wilkerson-Day,Urban,Paracetamol,HealthFirst,4420.03,77,340342.31,2636.16,1845.31,Low Risk,0,49,74,High Risk,1,Gray Group,WH-06831-JQ,24-01-27,798.00,Low Risk,0,Market Stall,Injection,3
18-11-24,"Arroyo, Miller And Tucker",Rural,Coartem,PharmaTrust,861.78,31,26715.18,2523.47,1766.43,High Risk,1,51,77,Low Risk,0,"Robinson, Jones And Welch",IH-76561-DA,09-08-26,629.00,Low Risk,0,Market Stall,Injection,3
18-11-24,Baker And Sons,Urban,Metformin,BioCare,4413.89,34,150072.26,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Wright And Sons,FZ-79374-TC,20-05-26,548.00,Low Risk,0,Market Stall,Capsule,4
18-11-24,Baker And Sons,Rural,Artemisinin,PharmaTrust,3241.97,57,184792.29,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Henderson-Bernard,BR-08618-WQ,14-10-26,695.00,Low Risk,0,In-Store,Capsule,4
18-11-24,Baker And Sons,Urban,Ibuprofen,PharmaTrust,346.56,86,29804.16,2543.53,1780.47,High Risk,1,49,73,High Risk,1,"Brown, Valdez And Lucas",UA-26277-XU,03-08-26,623.00,Low Risk,0,Market Stall,Tablet,1
18-11-24,Baker And Sons,Rural,Ibuprofen,BioCare,3834.26,27,103525.02,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,"Washington, Ryan And Cummings",AA-15899-LN,25-09-25,311.00,Low Risk,0,Mobile Van,Tablet,1
18-11-24,Blake And Sons,Urban,Azithromycin,MediPlus,756.77,54,40865.58,2628.19,1839.74,High Risk,1,50,75,Low Risk,0,"Robinson, Jones And Welch",HW-30697-ML,27-08-26,647.00,Low Risk,0,In-Store,Injection,3
18-11-24,Burton Ltd,Urban,Coartem,PharmaTrust,3813.2,78,297429.6,2523.47,1766.43,Low Risk,0,51,77,High Risk,1,Chapman And Sons,QN-02955-LK,11-05-26,539.00,Low Risk,0,Market Stall,Injection,3
18-11-24,"Dyer, Potter And Mack",Rural,Artemisinin,BioCare,1818.82,24,43651.68,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Lee-Davis,OM-15790-LX,25-10-25,341.00,Low Risk,0,Mobile Van,Capsule,4
18-11-24,Galloway-Wyatt,Urban,Artemisinin,PharmaTrust,3288.94,18,59200.92,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Jones Inc,RJ-70940-JP,21-01-27,794.00,Low Risk,0,Mobile Van,Syrup,2
18-11-24,Garcia-James,Urban,Chloroquine,PharmaTrust,1082.48,100,108248,2656.70,1859.69,High Risk,1,51,77,High Risk,1,Williams Plc,YS-33674-DH,04-10-26,685.00,Low Risk,0,Mobile Van,Injection,3
18-11-24,Garcia-James,Rural,Chloroquine,HealthFirst,2724.37,26,70833.62,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,"Johnston, Sanchez And Kennedy",MX-84096-AU,12-05-26,540.00,Low Risk,0,Mobile Van,Syrup,2
18-11-24,"Gardner, Robinson And Lawrence",Urban,Chloroquine,BioCare,1273.59,19,24198.21,2656.70,1859.69,High Risk,1,51,77,Low Risk,0,Chapman And Sons,UB-72962-TK,13-12-26,755.00,Low Risk,0,In-Store,Injection,3
18-11-24,George Group,Rural,Paracetamol,BioCare,1111.88,30,33356.4,2636.16,1845.31,High Risk,1,49,74,Low Risk,0,Yu Inc,QR-22047-SX,14-10-25,330.00,Low Risk,0,Mobile Van,Syrup,2
18-11-24,Gray-Mayo,Rural,Ibuprofen,BioCare,4097.09,81,331864.29,2543.53,1780.47,Low Risk,0,49,73,High Risk,1,Lee-Davis,UX-97558-AW,30-08-26,650.00,Low Risk,0,Mobile Van,Tablet,1
18-11-24,Harrell Llc,Urban,Metformin,BioCare,4276.42,33,141121.86,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Hancock Inc,HG-74430-GM,08-03-26,475.00,Low Risk,0,Mobile Van,Capsule,4
18-11-24,"Henderson, Ramirez And Lewis",Urban,Ibuprofen,BioCare,1334.18,50,66709,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,Gray Group,NE-26112-JA,19-07-25,243.00,Low Risk,0,In-Store,Injection,3
18-11-24,Hickman Ltd,Rural,Metformin,PharmaTrust,1952.07,73,142501.11,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,"Washington, Ryan And Cummings",SZ-86805-IM,03-09-26,654.00,Low Risk,0,Market-Stall,Syrup,2
18-11-24,Hickman Ltd,Rural,Artemisinin,PharmaTrust,4764.67,84,400232.28,2588.57,1812.00,Low Risk,0,52,78,High Risk,1,"Hensley, Powell And David",MK-45240-TG,13-06-25,207.00,Low Risk,0,Market Stall,Tablet,1
18-11-24,"Hoffman, Baker And Richards",Urban,Azithromycin,PharmaTrust,4306.51,16,68904.16,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Brown, Valdez And Lucas",JG-32112-LY,24-06-25,218.00,Low Risk,0,Mobile Van,Syrup,2
18-11-24,James Group,Rural,Artemisinin,PharmaTrust,619.08,51,31573.08,2588.57,1812.00,High Risk,1,52,78,Low Risk,0,Jones Inc,OP-55460-FX,15-06-26,574.00,Low Risk,0,In-Store,Injection,3
18-11-24,"Martin, Rose And Obrien",Urban,Artemisinin,MediPlus,4342.18,63,273557.34,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Gomez-Jenkins,YM-99962-DY,07-05-25,170.00,High Risk,1,Market Stall,Tablet,1
18-11-24,Morales-Jones,Urban,Ciprofloxacin,MediPlus,4789.81,97,464611.57,2610.77,1827.54,Low Risk,0,51,76,High Risk,1,Hancock Inc,XR-23052-GB,20-05-26,548.00,Low Risk,0,Market Stall,Capsule,4
18-11-24,Perez Inc,Rural,Azithromycin,MediPlus,4826.03,32,154432.96,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Washington, Ryan And Cummings",AJ-13240-EU,03-12-25,380.00,Low Risk,0,Market Stall,Tablet,1
18-11-24,Rodriguez Llc,Rural,Amoxicillin,BioCare,3877.09,48,186100.32,2624.80,1837.36,Low Risk,0,51,76,Low Risk,0,Jones-Young,OE-62430-RO,14-03-26,481.00,Low Risk,0,Mobile Van,Injection,3
18-11-24,"Rodriguez, Figueroa And Sanchez",Urban,Paracetamol,HealthFirst,3756.77,22,82648.94,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,"Robinson, Jones And Welch",OV-11872-NN,08-02-26,447.00,Low Risk,0,Market Stall,Capsule,4
18-11-24,"Rodriguez, Figueroa And Sanchez",Urban,Artemisinin,PharmaTrust,4949.31,71,351401.01,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,"Johnston, Sanchez And Kennedy",GB-46767-NZ,28-11-25,375.00,Low Risk,0,In-Store,Injection,3
18-11-24,"Romero, Gonzalez And Brooks",Urban,Amoxicillin,PharmaTrust,1742.46,37,64471.02,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,Gray Group,WK-47798-VG,08-05-26,536.00,Low Risk,0,Mobile Van,Capsule,4
18-11-24,Ryan Plc,Rural,Artemisinin,MediPlus,1747.74,4,6990.96,2588.57,1812.00,High Risk,1,52,78,Low Risk,0,"Daniels, Adkins And Brown",VK-19456-EC,23-10-25,339.00,Low Risk,0,Mobile Van,Capsule,4
18-11-24,Smith-Bowen,Urban,Artemisinin,MediPlus,1870.29,44,82292.76,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,"Johnston, Sanchez And Kennedy",KR-75955-KL,16-07-26,605.00,Low Risk,0,Market Stall,Injection,3
18-11-24,Spence Plc,Urban,Coartem,HealthFirst,206.84,47,9721.48,2523.47,1766.43,High Risk,1,51,77,Low Risk,0,Yu Inc,CB-68839-IQ,26-02-26,465.00,Low Risk,0,Mobile Van,Syrup,2
18-11-24,Spence Plc,Rural,Ibuprofen,BioCare,3859.98,38,146679.24,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Novak And Sons,RF-26822-OZ,18-05-26,546.00,Low Risk,0,Mobile Van,Syrup,2
18-11-24,"Watts, Robinson And Nguyen",Rural,Amlodipine,PharmaTrust,2710.98,51,138259.98,2698.49,1888.95,Low Risk,0,51,77,Low Risk,0,"Johnston, Sanchez And Kennedy",XK-35129-LC,26-10-26,707.00,Low Risk,0,Market Stall,Injection,3
